"Station","MonthYear","MonthlyRain","Latitude","Longitude"
"Dhoby Ghaut",2018-03-01,129,1.2994,103.8461
"Dhoby Ghaut",2018-04-01,137.4,1.2994,103.8461
"Dhoby Ghaut",2018-05-01,239.3,1.2994,103.8461
"Dhoby Ghaut",2018-06-01,200.1,1.2994,103.8461
"Dhoby Ghaut",2018-07-01,59,1.2994,103.8461
"Dhoby Ghaut",2018-08-01,71.6,1.2994,103.8461
"Dhoby Ghaut",2018-09-01,223.8,1.2994,103.8461
"Dhoby Ghaut",2018-10-01,190.4,1.2994,103.8461
"Dhoby Ghaut",2018-11-01,378.4,1.2994,103.8461
"Dhoby Ghaut",2018-12-01,201.2,1.2994,103.8461
"Dhoby Ghaut",2019-01-01,118,1.2994,103.8461
"Dhoby Ghaut",2019-02-01,10.4,1.2994,103.8461
"Dhoby Ghaut",2019-03-01,54.8,1.2994,103.8461
"Dhoby Ghaut",2019-04-01,322.2,1.2994,103.8461
"Dhoby Ghaut",2019-05-01,203.8,1.2994,103.8461
"Dhoby Ghaut",2019-06-01,268.8,1.2994,103.8461
"Dhoby Ghaut",2019-07-01,38.6,1.2994,103.8461
"Dhoby Ghaut",2019-08-01,42.6,1.2994,103.8461
"Dhoby Ghaut",2019-09-01,62.4,1.2994,103.8461
"Dhoby Ghaut",2019-10-01,79.6,1.2994,103.8461
"Dhoby Ghaut",2019-11-01,109.2,1.2994,103.8461
"Dhoby Ghaut",2019-12-01,213,1.2994,103.8461
"Dhoby Ghaut",2020-01-01,147.2,1.2994,103.8461
"Dhoby Ghaut",2020-02-01,103.2,1.2994,103.8461
"Dhoby Ghaut",2020-03-01,115.8,1.2994,103.8461
"Dhoby Ghaut",2020-04-01,307,1.2994,103.8461
"Dhoby Ghaut",2020-05-01,324,1.2994,103.8461
"Dhoby Ghaut",2020-06-01,235.8,1.2994,103.8461
"Dhoby Ghaut",2020-07-01,158.2,1.2994,103.8461
"Dhoby Ghaut",2020-08-01,275.6,1.2994,103.8461
"Dhoby Ghaut",2020-09-01,316,1.2994,103.8461
"Dhoby Ghaut",2020-10-01,163.2,1.2994,103.8461
"Dhoby Ghaut",2020-11-01,85.4,1.2994,103.8461
"Dhoby Ghaut",2020-12-01,324.5,1.2994,103.8461
"Dhoby Ghaut",2021-01-01,297.8,1.2994,103.8461
"Dhoby Ghaut",2021-02-01,13.6,1.2994,103.8461
"Dhoby Ghaut",2021-03-01,274.2,1.2994,103.8461
"Dhoby Ghaut",2021-04-01,360.4,1.2994,103.8461
"Dhoby Ghaut",2021-05-01,211.4,1.2994,103.8461
"Dhoby Ghaut",2021-06-01,193.8,1.2994,103.8461
"Dhoby Ghaut",2021-07-01,184.4,1.2994,103.8461
"Dhoby Ghaut",2021-08-01,428.6,1.2994,103.8461
"Dhoby Ghaut",2021-09-01,225.2,1.2994,103.8461
"Dhoby Ghaut",2021-10-01,150.6,1.2994,103.8461
"Dhoby Ghaut",2021-11-01,277.4,1.2994,103.8461
"Dhoby Ghaut",2021-12-01,196.6,1.2994,103.8461
"Dhoby Ghaut",2022-01-01,118.8,1.2994,103.8461
"Dhoby Ghaut",2022-02-01,195.9,1.2994,103.8461
"Dhoby Ghaut",2022-03-01,231,1.2994,103.8461
"Dhoby Ghaut",2022-04-01,274.2,1.2994,103.8461
"Dhoby Ghaut",2022-05-01,223.6,1.2994,103.8461
"Dhoby Ghaut",2022-06-01,193.2,1.2994,103.8461
"Dhoby Ghaut",2022-07-01,69,1.2994,103.8461
"Dhoby Ghaut",2022-08-01,169.4,1.2994,103.8461
"Dhoby Ghaut",2022-09-01,221.4,1.2994,103.8461
"Dhoby Ghaut",2022-10-01,449.8,1.2994,103.8461
"Dhoby Ghaut",2022-11-01,233.8,1.2994,103.8461
"Dhoby Ghaut",2022-12-01,244.3,1.2994,103.8461
"Dhoby Ghaut",2023-01-01,100.2,1.2994,103.8461
"Dhoby Ghaut",2023-02-01,399,1.2994,103.8461
"Dhoby Ghaut",2023-03-01,322.3,1.2994,103.8461
"Dhoby Ghaut",2023-04-01,158.6,1.2994,103.8461
"Dhoby Ghaut",2023-05-01,116.8,1.2994,103.8461
"Dhoby Ghaut",2023-06-01,248.6,1.2994,103.8461
"Dhoby Ghaut",2023-07-01,273.8,1.2994,103.8461
"Dhoby Ghaut",2023-08-01,98,1.2994,103.8461
"Dhoby Ghaut",2023-09-01,176.2,1.2994,103.8461
"Dhoby Ghaut",2023-10-01,120,1.2994,103.8461
"Dhoby Ghaut",2023-11-01,263.6,1.2994,103.8461
"Dhoby Ghaut",2023-12-01,409.2,1.2994,103.8461
"Dhoby Ghaut",2024-01-01,87.8,1.2994,103.8461
"East Coast Parkway",2018-01-01,241,1.3134,103.9619
"East Coast Parkway",2018-02-01,11.6,1.3134,103.9619
"East Coast Parkway",2018-03-01,23,1.3134,103.9619
"East Coast Parkway",2018-04-01,68.2,1.3134,103.9619
"East Coast Parkway",2018-05-01,66.4,1.3134,103.9619
"East Coast Parkway",2018-06-01,80.4,1.3134,103.9619
"East Coast Parkway",2018-07-01,74.8,1.3134,103.9619
"East Coast Parkway",2018-08-01,132,1.3134,103.9619
"East Coast Parkway",2018-09-01,120.6,1.3134,103.9619
"East Coast Parkway",2018-10-01,145,1.3134,103.9619
"East Coast Parkway",2018-11-01,201.6,1.3134,103.9619
"East Coast Parkway",2018-12-01,168.4,1.3134,103.9619
"East Coast Parkway",2019-01-01,62.4,1.3134,103.9619
"East Coast Parkway",2019-02-01,10.6,1.3134,103.9619
"East Coast Parkway",2019-03-01,64.4,1.3134,103.9619
"East Coast Parkway",2019-04-01,211.8,1.3134,103.9619
"East Coast Parkway",2019-05-01,141.4,1.3134,103.9619
"East Coast Parkway",2019-06-01,300.9,1.3134,103.9619
"East Coast Parkway",2019-07-01,22.6,1.3134,103.9619
"East Coast Parkway",2019-08-01,2,1.3134,103.9619
"East Coast Parkway",2019-09-01,20,1.3134,103.9619
"East Coast Parkway",2019-10-01,71.8,1.3134,103.9619
"East Coast Parkway",2019-11-01,72,1.3134,103.9619
"East Coast Parkway",2019-12-01,312.8,1.3134,103.9619
"East Coast Parkway",2020-01-01,73.4,1.3134,103.9619
"East Coast Parkway",2020-02-01,82.6,1.3134,103.9619
"East Coast Parkway",2020-03-01,8.2,1.3134,103.9619
"East Coast Parkway",2020-04-01,279,1.3134,103.9619
"East Coast Parkway",2020-05-01,194,1.3134,103.9619
"East Coast Parkway",2020-06-01,263.6,1.3134,103.9619
"East Coast Parkway",2020-07-01,136,1.3134,103.9619
"East Coast Parkway",2020-08-01,181.2,1.3134,103.9619
"East Coast Parkway",2020-09-01,216.4,1.3134,103.9619
"East Coast Parkway",2020-10-01,97,1.3134,103.9619
"East Coast Parkway",2020-11-01,364.2,1.3134,103.9619
"East Coast Parkway",2020-12-01,182,1.3134,103.9619
"East Coast Parkway",2021-01-01,529.4,1.3134,103.9619
"East Coast Parkway",2021-02-01,10,1.3134,103.9619
"East Coast Parkway",2021-03-01,84.8,1.3134,103.9619
"East Coast Parkway",2021-04-01,319.2,1.3134,103.9619
"East Coast Parkway",2021-05-01,179,1.3134,103.9619
"East Coast Parkway",2021-06-01,160.4,1.3134,103.9619
"East Coast Parkway",2021-07-01,199.6,1.3134,103.9619
"East Coast Parkway",2021-08-01,298.8,1.3134,103.9619
"East Coast Parkway",2021-09-01,139.6,1.3134,103.9619
"East Coast Parkway",2021-10-01,163.4,1.3134,103.9619
"East Coast Parkway",2021-11-01,328.2,1.3134,103.9619
"East Coast Parkway",2021-12-01,139.2,1.3134,103.9619
"East Coast Parkway",2022-01-01,65.8,1.3134,103.9619
"East Coast Parkway",2022-02-01,203.6,1.3134,103.9619
"East Coast Parkway",2022-03-01,241,1.3134,103.9619
"East Coast Parkway",2022-04-01,182.6,1.3134,103.9619
"East Coast Parkway",2022-05-01,62.5,1.3134,103.9619
"East Coast Parkway",2022-06-01,125.4,1.3134,103.9619
"East Coast Parkway",2022-07-01,92.4,1.3134,103.9619
"East Coast Parkway",2022-08-01,104.3,1.3134,103.9619
"East Coast Parkway",2022-09-01,115.6,1.3134,103.9619
"East Coast Parkway",2022-10-01,258.1,1.3134,103.9619
"East Coast Parkway",2022-11-01,308.9,1.3134,103.9619
"East Coast Parkway",2022-12-01,152.5,1.3134,103.9619
"East Coast Parkway",2023-01-01,223,1.3134,103.9619
"East Coast Parkway",2023-02-01,375.2,1.3134,103.9619
"East Coast Parkway",2023-03-01,244.8,1.3134,103.9619
"East Coast Parkway",2023-04-01,109.6,1.3134,103.9619
"East Coast Parkway",2023-05-01,93.2,1.3134,103.9619
"East Coast Parkway",2023-06-01,127.2,1.3134,103.9619
"East Coast Parkway",2023-07-01,173,1.3134,103.9619
"East Coast Parkway",2023-08-01,169.4,1.3134,103.9619
"East Coast Parkway",2023-09-01,80.5,1.3134,103.9619
"East Coast Parkway",2023-10-01,39.8,1.3134,103.9619
"East Coast Parkway",2023-11-01,210.2,1.3134,103.9619
"East Coast Parkway",2023-12-01,261,1.3134,103.9619
"East Coast Parkway",2024-01-01,346,1.3134,103.9619
"East Coast Parkway",2024-02-01,70.6,1.3134,103.9619
"East Coast Parkway",2024-03-01,114.2,1.3134,103.9619
"East Coast Parkway",2024-04-01,137.8,1.3134,103.9619
"East Coast Parkway",2024-05-01,153.8,1.3134,103.9619
"East Coast Parkway",2024-06-01,233.8,1.3134,103.9619
"East Coast Parkway",2024-07-01,31,1.3134,103.9619
"East Coast Parkway",2024-08-01,104,1.3134,103.9619
"East Coast Parkway",2024-09-01,178,1.3134,103.9619
"East Coast Parkway",2024-10-01,143.6,1.3134,103.9619
"East Coast Parkway",2024-11-01,342.6,1.3134,103.9619
"East Coast Parkway",2024-12-01,235,1.3134,103.9619
"Jurong Island",2018-01-01,289.2,1.2542,103.6741
"Jurong Island",2018-02-01,128.6,1.2542,103.6741
"Jurong Island",2018-03-01,166.8,1.2542,103.6741
"Jurong Island",2018-04-01,142.4,1.2542,103.6741
"Jurong Island",2018-05-01,256.6,1.2542,103.6741
"Jurong Island",2018-06-01,255.2,1.2542,103.6741
"Jurong Island",2018-07-01,77.4,1.2542,103.6741
"Jurong Island",2018-08-01,40.8,1.2542,103.6741
"Jurong Island",2018-09-01,129.4,1.2542,103.6741
"Jurong Island",2018-10-01,362.2,1.2542,103.6741
"Jurong Island",2018-11-01,422.6,1.2542,103.6741
"Jurong Island",2018-12-01,211,1.2542,103.6741
"Jurong Island",2019-01-01,58.2,1.2542,103.6741
"Jurong Island",2019-02-01,62.4,1.2542,103.6741
"Jurong Island",2019-03-01,47.2,1.2542,103.6741
"Jurong Island",2019-04-01,232,1.2542,103.6741
"Jurong Island",2019-05-01,195.8,1.2542,103.6741
"Jurong Island",2019-06-01,228.4,1.2542,103.6741
"Jurong Island",2019-07-01,32.4,1.2542,103.6741
"Jurong Island",2019-08-01,20.8,1.2542,103.6741
"Jurong Island",2019-09-01,95.2,1.2542,103.6741
"Jurong Island",2019-10-01,159.8,1.2542,103.6741
"Jurong Island",2019-11-01,180,1.2542,103.6741
"Jurong Island",2019-12-01,207.8,1.2542,103.6741
"Jurong Island",2020-01-01,283.6,1.2542,103.6741
"Jurong Island",2020-02-01,61.4,1.2542,103.6741
"Jurong Island",2020-03-01,52.2,1.2542,103.6741
"Jurong Island",2020-04-01,174.6,1.2542,103.6741
"Jurong Island",2020-05-01,288,1.2542,103.6741
"Jurong Island",2020-06-01,333,1.2542,103.6741
"Jurong Island",2020-07-01,168.2,1.2542,103.6741
"Jurong Island",2020-08-01,93.4,1.2542,103.6741
"Jurong Island",2020-09-01,364.4,1.2542,103.6741
"Jurong Island",2020-10-01,256.4,1.2542,103.6741
"Jurong Island",2020-11-01,313,1.2542,103.6741
"Jurong Island",2020-12-01,269.4,1.2542,103.6741
"Jurong Island",2021-01-01,268.4,1.2542,103.6741
"Jurong Island",2021-02-01,24.8,1.2542,103.6741
"Jurong Island",2021-03-01,201.7,1.2542,103.6741
"Jurong Island",2021-04-01,231.5,1.2542,103.6741
"Jurong Island",2021-05-01,216.6,1.2542,103.6741
"Jurong Island",2021-06-01,109.8,1.2542,103.6741
"Jurong Island",2021-07-01,164.6,1.2542,103.6741
"Jurong Island",2021-08-01,214.4,1.2542,103.6741
"Jurong Island",2021-09-01,201.2,1.2542,103.6741
"Jurong Island",2021-10-01,92.6,1.2542,103.6741
"Jurong Island",2021-11-01,242,1.2542,103.6741
"Jurong Island",2021-12-01,210.2,1.2542,103.6741
"Jurong Island",2022-01-01,83.2,1.2542,103.6741
"Jurong Island",2022-02-01,197.8,1.2542,103.6741
"Jurong Island",2022-03-01,105,1.2542,103.6741
"Jurong Island",2022-04-01,161.6,1.2542,103.6741
"Jurong Island",2022-05-01,173.2,1.2542,103.6741
"Jurong Island",2022-06-01,301.2,1.2542,103.6741
"Jurong Island",2022-07-01,129.2,1.2542,103.6741
"Jurong Island",2022-08-01,233,1.2542,103.6741
"Jurong Island",2022-09-01,257,1.2542,103.6741
"Jurong Island",2022-10-01,515.8,1.2542,103.6741
"Jurong Island",2022-11-01,275.8,1.2542,103.6741
"Jurong Island",2022-12-01,206.8,1.2542,103.6741
"Jurong Island",2023-01-01,229,1.2542,103.6741
"Jurong Island",2023-02-01,247.2,1.2542,103.6741
"Jurong Island",2023-03-01,334,1.2542,103.6741
"Jurong Island",2023-04-01,211.8,1.2542,103.6741
"Jurong Island",2023-05-01,131.2,1.2542,103.6741
"Jurong Island",2023-06-01,275.8,1.2542,103.6741
"Jurong Island",2023-07-01,351.6,1.2542,103.6741
"Jurong Island",2023-08-01,86.1,1.2542,103.6741
"Jurong Island",2023-09-01,90.8,1.2542,103.6741
"Jurong Island",2023-10-01,82.8,1.2542,103.6741
"Jurong Island",2023-11-01,232.4,1.2542,103.6741
"Jurong Island",2023-12-01,425.4,1.2542,103.6741
"Jurong Island",2024-01-01,364,1.2542,103.6741
"Jurong Island",2024-02-01,156.4,1.2542,103.6741
"Jurong Island",2024-03-01,140,1.2542,103.6741
"Jurong Island",2024-04-01,309.8,1.2542,103.6741
"Jurong Island",2024-05-01,315.4,1.2542,103.6741
"Jurong Island",2024-06-01,224.2,1.2542,103.6741
"Jurong Island",2024-07-01,89.2,1.2542,103.6741
"Jurong Island",2024-08-01,161.6,1.2542,103.6741
"Jurong Island",2024-09-01,124.2,1.2542,103.6741
"Jurong Island",2024-10-01,174.2,1.2542,103.6741
"Jurong Island",2024-11-01,255.4,1.2542,103.6741
"Jurong Island",2024-12-01,326.8,1.2542,103.6741
"Jurong North",2018-01-01,134.4,1.3505,103.7134
"Jurong North",2018-02-01,85.2,1.3505,103.7134
"Jurong North",2018-03-01,319,1.3505,103.7134
"Jurong North",2018-04-01,279.8,1.3505,103.7134
"Jurong North",2018-05-01,246,1.3505,103.7134
"Jurong North",2018-06-01,408.8,1.3505,103.7134
"Jurong North",2018-07-01,160,1.3505,103.7134
"Jurong North",2018-08-01,77.2,1.3505,103.7134
"Jurong North",2018-09-01,151.6,1.3505,103.7134
"Jurong North",2018-10-01,343.6,1.3505,103.7134
"Jurong North",2018-11-01,322.6,1.3505,103.7134
"Jurong North",2018-12-01,79,1.3505,103.7134
"Jurong Pier",2018-01-01,225,1.3081,103.71
"Jurong Pier",2018-02-01,109.8,1.3081,103.71
"Jurong Pier",2018-03-01,280,1.3081,103.71
"Jurong Pier",2018-04-01,320.6,1.3081,103.71
"Jurong Pier",2018-05-01,337.4,1.3081,103.71
"Jurong Pier",2018-06-01,320.8,1.3081,103.71
"Jurong Pier",2018-07-01,129.6,1.3081,103.71
"Jurong Pier",2018-08-01,73.2,1.3081,103.71
"Jurong Pier",2018-09-01,160.8,1.3081,103.71
"Jurong Pier",2018-10-01,254.2,1.3081,103.71
"Jurong Pier",2018-11-01,434.2,1.3081,103.71
"Jurong Pier",2018-12-01,370,1.3081,103.71
"Jurong Pier",2019-01-01,112.2,1.3081,103.71
"Jurong Pier",2019-02-01,62.2,1.3081,103.71
"Jurong Pier",2019-03-01,87.4,1.3081,103.71
"Jurong Pier",2019-04-01,251.2,1.3081,103.71
"Jurong Pier",2019-05-01,368.6,1.3081,103.71
"Jurong Pier",2019-06-01,242.4,1.3081,103.71
"Jurong Pier",2019-07-01,90.2,1.3081,103.71
"Jurong Pier",2019-08-01,26.2,1.3081,103.71
"Jurong Pier",2019-09-01,158,1.3081,103.71
"Jurong Pier",2019-10-01,198,1.3081,103.71
"Jurong Pier",2019-11-01,324.9,1.3081,103.71
"Jurong Pier",2019-12-01,278.4,1.3081,103.71
"Jurong Pier",2020-01-01,209.6,1.3081,103.71
"Jurong Pier",2020-02-01,96,1.3081,103.71
"Jurong Pier",2020-03-01,133.2,1.3081,103.71
"Jurong Pier",2020-04-01,366.8,1.3081,103.71
"Jurong Pier",2020-05-01,281,1.3081,103.71
"Jurong Pier",2020-06-01,309.4,1.3081,103.71
"Jurong Pier",2020-07-01,264.6,1.3081,103.71
"Jurong Pier",2020-08-01,280.8,1.3081,103.71
"Jurong Pier",2020-09-01,385.4,1.3081,103.71
"Jurong Pier",2020-10-01,199.2,1.3081,103.71
"Jurong Pier",2020-11-01,317.8,1.3081,103.71
"Jurong Pier",2020-12-01,373,1.3081,103.71
"Jurong Pier",2021-01-01,303.8,1.3081,103.71
"Jurong Pier",2021-02-01,102.8,1.3081,103.71
"Jurong Pier",2021-03-01,301.4,1.3081,103.71
"Jurong Pier",2021-04-01,378.8,1.3081,103.71
"Jurong Pier",2021-05-01,251.1,1.3081,103.71
"Jurong Pier",2021-06-01,217.8,1.3081,103.71
"Jurong Pier",2021-07-01,198.6,1.3081,103.71
"Jurong Pier",2021-08-01,459.2,1.3081,103.71
"Jurong Pier",2021-09-01,318.2,1.3081,103.71
"Jurong Pier",2021-10-01,135.1,1.3081,103.71
"Jurong Pier",2021-11-01,218.4,1.3081,103.71
"Jurong Pier",2021-12-01,292.8,1.3081,103.71
"Jurong Pier",2022-01-01,74.4,1.3081,103.71
"Jurong Pier",2022-02-01,84.6,1.3081,103.71
"Jurong Pier",2022-03-01,239.8,1.3081,103.71
"Jurong Pier",2022-04-01,418.7,1.3081,103.71
"Jurong Pier",2022-05-01,222.8,1.3081,103.71
"Jurong Pier",2022-06-01,236.6,1.3081,103.71
"Jurong Pier",2022-07-01,99,1.3081,103.71
"Jurong Pier",2022-08-01,249,1.3081,103.71
"Jurong Pier",2022-09-01,144.4,1.3081,103.71
"Jurong Pier",2022-10-01,188.4,1.3081,103.71
"Jurong Pier",2022-11-01,263.6,1.3081,103.71
"Jurong Pier",2022-12-01,269.2,1.3081,103.71
"Jurong Pier",2023-01-01,219.4,1.3081,103.71
"Jurong Pier",2023-02-01,307.3,1.3081,103.71
"Jurong Pier",2023-03-01,316.5,1.3081,103.71
"Jurong Pier",2023-04-01,230.2,1.3081,103.71
"Jurong Pier",2023-05-01,92.8,1.3081,103.71
"Jurong Pier",2023-06-01,238.8,1.3081,103.71
"Jurong Pier",2023-07-01,324.5,1.3081,103.71
"Jurong Pier",2023-08-01,219,1.3081,103.71
"Jurong Pier",2023-09-01,221.5,1.3081,103.71
"Jurong Pier",2023-10-01,201.6,1.3081,103.71
"Jurong Pier",2023-11-01,337.5,1.3081,103.71
"Jurong Pier",2023-12-01,363.5,1.3081,103.71
"Jurong Pier",2024-01-01,329.8,1.3081,103.71
"Jurong Pier",2024-02-01,191,1.3081,103.71
"Jurong Pier",2024-03-01,228.1,1.3081,103.71
"Jurong Pier",2024-04-01,216,1.3081,103.71
"Jurong Pier",2024-05-01,448.2,1.3081,103.71
"Jurong Pier",2024-06-01,194.2,1.3081,103.71
"Jurong Pier",2024-07-01,145.6,1.3081,103.71
"Jurong Pier",2024-08-01,144.8,1.3081,103.71
"Jurong Pier",2024-09-01,236.6,1.3081,103.71
"Jurong Pier",2024-10-01,241.6,1.3081,103.71
"Jurong Pier",2024-11-01,410,1.3081,103.71
"Jurong Pier",2024-12-01,213.2,1.3081,103.71
"Jurong West",2018-01-01,315.6,1.3455,103.6806
"Jurong West",2018-02-01,60.6,1.3455,103.6806
"Jurong West",2018-03-01,207.4,1.3455,103.6806
"Jurong West",2018-04-01,348,1.3455,103.6806
"Jurong West",2018-05-01,320.2,1.3455,103.6806
"Jurong West",2018-06-01,305,1.3455,103.6806
"Jurong West",2018-07-01,82,1.3455,103.6806
"Jurong West",2018-08-01,62,1.3455,103.6806
"Jurong West",2018-09-01,137.6,1.3455,103.6806
"Jurong West",2018-10-01,368,1.3455,103.6806
"Jurong West",2018-11-01,301.8,1.3455,103.6806
"Jurong West",2018-12-01,321.2,1.3455,103.6806
"Jurong West",2019-01-01,91.7,1.3455,103.6806
"Jurong West",2019-02-01,117.2,1.3455,103.6806
"Jurong West",2019-03-01,124,1.3455,103.6806
"Jurong West",2019-04-01,175.4,1.3455,103.6806
"Jurong West",2019-05-01,211.6,1.3455,103.6806
"Jurong West",2019-06-01,343.8,1.3455,103.6806
"Jurong West",2019-07-01,101.6,1.3455,103.6806
"Jurong West",2019-08-01,22.6,1.3455,103.6806
"Jurong West",2019-09-01,162.4,1.3455,103.6806
"Jurong West",2019-10-01,187.2,1.3455,103.6806
"Jurong West",2019-11-01,290.8,1.3455,103.6806
"Jurong West",2019-12-01,249.6,1.3455,103.6806
"Jurong West",2020-01-01,241.8,1.3455,103.6806
"Jurong West",2020-02-01,85.6,1.3455,103.6806
"Jurong West",2020-03-01,137.2,1.3455,103.6806
"Jurong West",2020-04-01,326.2,1.3455,103.6806
"Jurong West",2020-05-01,231.6,1.3455,103.6806
"Jurong West",2020-06-01,441,1.3455,103.6806
"Jurong West",2020-07-01,356.2,1.3455,103.6806
"Jurong West",2020-08-01,241,1.3455,103.6806
"Jurong West",2020-09-01,442,1.3455,103.6806
"Jurong West",2020-10-01,214.2,1.3455,103.6806
"Jurong West",2020-11-01,230.8,1.3455,103.6806
"Jurong West",2020-12-01,338.8,1.3455,103.6806
"Jurong West",2021-01-01,292,1.3455,103.6806
"Jurong West",2021-02-01,69.8,1.3455,103.6806
"Jurong West",2021-03-01,328.6,1.3455,103.6806
"Jurong West",2021-04-01,400.8,1.3455,103.6806
"Jurong West",2021-05-01,390.2,1.3455,103.6806
"Jurong West",2021-06-01,284.6,1.3455,103.6806
"Jurong West",2021-07-01,148.4,1.3455,103.6806
"Jurong West",2021-08-01,410.2,1.3455,103.6806
"Jurong West",2021-09-01,295,1.3455,103.6806
"Jurong West",2021-10-01,195.2,1.3455,103.6806
"Jurong West",2021-11-01,193.8,1.3455,103.6806
"Jurong West",2021-12-01,205,1.3455,103.6806
"Jurong West",2022-01-01,103.2,1.3455,103.6806
"Jurong West",2022-02-01,300,1.3455,103.6806
"Jurong West",2022-03-01,341.4,1.3455,103.6806
"Jurong West",2022-04-01,127.4,1.3455,103.6806
"Jurong West",2022-05-01,221.6,1.3455,103.6806
"Jurong West",2022-06-01,204.6,1.3455,103.6806
"Jurong West",2022-07-01,130.6,1.3455,103.6806
"Jurong West",2022-08-01,402.2,1.3455,103.6806
"Jurong West",2022-09-01,253.2,1.3455,103.6806
"Jurong West",2022-10-01,460.2,1.3455,103.6806
"Jurong West",2022-11-01,411.6,1.3455,103.6806
"Jurong West",2022-12-01,150.4,1.3455,103.6806
"Jurong West",2023-01-01,200.4,1.3455,103.6806
"Jurong West",2023-02-01,299.2,1.3455,103.6806
"Jurong West",2023-03-01,285,1.3455,103.6806
"Jurong West",2023-04-01,279.6,1.3455,103.6806
"Jurong West",2023-05-01,195.6,1.3455,103.6806
"Jurong West",2023-06-01,205.4,1.3455,103.6806
"Jurong West",2023-07-01,102.8,1.3455,103.6806
"Jurong West",2023-08-01,186.2,1.3455,103.6806
"Jurong West",2023-09-01,194,1.3455,103.6806
"Jurong West",2023-10-01,200.8,1.3455,103.6806
"Jurong West",2023-11-01,320.4,1.3455,103.6806
"Jurong West",2023-12-01,427.8,1.3455,103.6806
"Jurong West",2024-01-01,300.2,1.3455,103.6806
"Jurong West",2024-02-01,141,1.3455,103.6806
"Jurong West",2024-03-01,243.4,1.3455,103.6806
"Jurong West",2024-04-01,267.6,1.3455,103.6806
"Jurong West",2024-05-01,409,1.3455,103.6806
"Jurong West",2024-06-01,297.2,1.3455,103.6806
"Jurong West",2024-07-01,122.4,1.3455,103.6806
"Jurong West",2024-08-01,158.6,1.3455,103.6806
"Jurong West",2024-09-01,260,1.3455,103.6806
"Jurong West",2024-10-01,179,1.3455,103.6806
"Jurong West",2024-11-01,356.4,1.3455,103.6806
"Jurong West",2024-12-01,197.4,1.3455,103.6806
"Kent Ridge",2018-01-01,275.6,1.2923,103.7815
"Kent Ridge",2018-02-01,54.4,1.2923,103.7815
"Kent Ridge",2018-03-01,257.2,1.2923,103.7815
"Kent Ridge",2018-04-01,277.2,1.2923,103.7815
"Kent Ridge",2018-05-01,287.4,1.2923,103.7815
"Kent Ridge",2018-06-01,324.8,1.2923,103.7815
"Kent Ridge",2018-07-01,88,1.2923,103.7815
"Kent Ridge",2018-08-01,137.6,1.2923,103.7815
"Kent Ridge",2018-09-01,188.4,1.2923,103.7815
"Kent Ridge",2018-10-01,190.2,1.2923,103.7815
"Kent Ridge",2018-11-01,351.8,1.2923,103.7815
"Kent Ridge",2018-12-01,109.6,1.2923,103.7815
"Kent Ridge",2019-01-01,35.8,1.2923,103.7815
"Kent Ridge",2019-02-01,0,1.2923,103.7815
"Kent Ridge",2019-03-01,0.6,1.2923,103.7815
"Kent Ridge",2019-05-01,8,1.2923,103.7815
"Kent Ridge",2019-06-01,211.4,1.2923,103.7815
"Kent Ridge",2019-07-01,60.2,1.2923,103.7815
"Kent Ridge",2019-08-01,26.2,1.2923,103.7815
"Kent Ridge",2019-09-01,139.8,1.2923,103.7815
"Kent Ridge",2019-10-01,120.2,1.2923,103.7815
"Kent Ridge",2019-11-01,211.2,1.2923,103.7815
"Kent Ridge",2019-12-01,125.6,1.2923,103.7815
"Kent Ridge",2020-01-01,198,1.2923,103.7815
"Kent Ridge",2020-02-01,87.2,1.2923,103.7815
"Kent Ridge",2020-03-01,50.2,1.2923,103.7815
"Kent Ridge",2020-04-01,322.2,1.2923,103.7815
"Kent Ridge",2020-05-01,301.6,1.2923,103.7815
"Kent Ridge",2020-06-01,211.4,1.2923,103.7815
"Kent Ridge",2020-07-01,262.6,1.2923,103.7815
"Kent Ridge",2020-08-01,168.6,1.2923,103.7815
"Kent Ridge",2020-09-01,417,1.2923,103.7815
"Kent Ridge",2020-10-01,191.8,1.2923,103.7815
"Kent Ridge",2020-11-01,263,1.2923,103.7815
"Kent Ridge",2020-12-01,210.2,1.2923,103.7815
"Kent Ridge",2021-01-01,231.2,1.2923,103.7815
"Kent Ridge",2021-02-01,43.8,1.2923,103.7815
"Kent Ridge",2021-03-01,385,1.2923,103.7815
"Kent Ridge",2021-04-01,463.4,1.2923,103.7815
"Kent Ridge",2021-05-01,254.6,1.2923,103.7815
"Kent Ridge",2021-06-01,269,1.2923,103.7815
"Kent Ridge",2021-07-01,210.5,1.2923,103.7815
"Kent Ridge",2021-08-01,387.8,1.2923,103.7815
"Kent Ridge",2021-09-01,246.2,1.2923,103.7815
"Kent Ridge",2021-10-01,140.6,1.2923,103.7815
"Kent Ridge",2021-11-01,325.8,1.2923,103.7815
"Kent Ridge",2021-12-01,264,1.2923,103.7815
"Kent Ridge",2022-01-01,147.5,1.2923,103.7815
"Kent Ridge",2022-02-01,247,1.2923,103.7815
"Kent Ridge",2022-03-01,197.5,1.2923,103.7815
"Kent Ridge",2022-04-01,351.3,1.2923,103.7815
"Kent Ridge",2022-05-01,267,1.2923,103.7815
"Kent Ridge",2022-06-01,279.6,1.2923,103.7815
"Kent Ridge",2022-07-01,81.2,1.2923,103.7815
"Kent Ridge",2022-08-01,155,1.2923,103.7815
